# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPagesWritten,1773244074045000000,1773244134185000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1773244074045000000,1773244134185000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1773244074045000000,1773244134185000000,0
StreamlinedBlobStorage.recordsRelocated,1773244074045000000,1773244134185000000,0
StorageLockContext.competingThreads.max,1773244074045000000,1773244134185000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1773244074045000000,1773244134185000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1773244074045000000,1773244134185000000,307249152
FilePageCacheLockFree.nativeBytesInUse,1773244074045000000,1773244134185000000,0
StreamlinedBlobStorage.recordsDeleted,1773244074045000000,1773244134185000000,23
FilePageCacheLockFree.totalNativeBytesAllocated,1773244074045000000,1773244134185000000,0
DirectByteBufferAllocator.misses,1773244074045000000,1773244134185000000,295
FilePageCache.capacityInBytes,1773244074045000000,1773244134185000000,503316478
FilePageCache.maxRegisteredFiles,1773244074045000000,1773244134185000000,558
FilePageCacheLockFree.totalPagesRequested,1773244074045000000,1773244134185000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1773244074045000000,1773244134185000000,0
StorageLockContext.competingThreads.avg,1773244074045000000,1773244134185000000,0.0
DirectByteBufferAllocator.reclaimed,1773244074045000000,1773244134185000000,3
StorageLockContext.competingThreads.90P,1773244074045000000,1773244134185000000,0
MappedFileStorage.totalBytesMapped,1773244074045000000,1773244134185000000,202637312
FilePageCache.maxCacheSizeInBytes,1773244074045000000,1773244134185000000,307249152
FilePageCacheLockFree.heapBytesInUse,1773244074045000000,1773244134185000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1773244074045000000,1773244134185000000,0
FilePageCache.pageHits,1773244074045000000,1773244134185000000,7122
MappedFileStorage.totalTimeSpentOnMappingUs,1773244074045000000,1773244134185000000,9428
MappedFileStorage.storages,1773244074045000000,1773244134185000000,16
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1773244074045000000,1773244134185000000,2314070
FilePageCacheLockFree.housekeeperTimeSpentMs,1773244074045000000,1773244134185000000,0
FilePageCache.pageFastCacheHits,1773244074045000000,1773244134185000000,52376
MappedFileStorage.totalPagesMapped,1773244074045000000,1773244134185000000,16
FilePageCache.pageLoads,1773244074045000000,1773244134185000000,298
FilePageCacheLockFree.totalPageAllocationsWaited,1773244074045000000,1773244134185000000,0
FilePageCacheLockFree.totalPagesAllocated,1773244074045000000,1773244134185000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1773244074045000000,1773244134185000000,0
FilePageCache.uncachedFileAccess,1773244074045000000,1773244134185000000,180
FilePageCacheLockFree.totalPagesReclaimed,1773244074045000000,1773244134185000000,0
FilePageCacheLockFree.totalBytesRead,1773244074045000000,1773244134185000000,0
FilePageCacheLockFree.totalPagesHandedOver,1773244074045000000,1773244134185000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1773244074045000000,1773244134185000000,0
DirectByteBufferAllocator.hits,1773244074045000000,1773244134185000000,3
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1773244074045000000,1773244134185000000,458021
FilePageCacheLockFree.totalPagesWriteMs,1773244074045000000,1773244134185000000,0
StreamlinedBlobStorage.recordsAllocated,1773244074045000000,1773244134185000000,32362
FilePageCacheLockFree.totalPagesRequestsMs,1773244074045000000,1773244134185000000,0
FilePageCache.disposedBuffers,1773244074045000000,1773244134185000000,3
FilePageCacheLockFree.totalHeapBytesAllocated,1773244074045000000,1773244134185000000,0
FilePageCacheLockFree.totalBytesRequested,1773244074045000000,1773244134185000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1773244074045000000,1773244134185000000,0
FilePageCache.totalPageLoadsUs,1773244074045000000,1773244134185000000,1546625
FilePageCache.totalPageDisposalsUs,1773244074045000000,1773244134185000000,13319
FilePageCacheLockFree.totalPagesReadMs,1773244074045000000,1773244134185000000,0
FilePageCacheLockFree.totalBytesWritten,1773244074045000000,1773244134185000000,0
DirectByteBufferAllocator.disposed,1773244074045000000,1773244134185000000,0
writeAction.count,1773244074045000000,1773244134185000000,15
writeAction.max.wait.ms,1773244074045000000,1773244134185000000,443
writeAction.wait.ms,1773244074045000000,1773244134185000000,464
writeAction.median.wait.ms,1773244074045000000,1773244134185000000,0
lexer.JAVA.time.ns,1773244074045000000,1773244134185000000,48576778
parser.JAVA.size.bytes,1773244074045000000,1773244134185000000,7301
parser.JAVA.time.ns,1773244074045000000,1773244134185000000,602358068
lexer.JAVA.size.bytes,1773244074045000000,1773244134185000000,7301
workspaceModel.workspaceFileIndexData.init.ms,1773244074045000000,1773244134185000000,195
workspaceModel.workspaceFileIndexData.processFileSets.ms,1773244074045000000,1773244134185000000,0
workspaceModel.updates.count,1773244074045000000,1773244134185000000,3
workspaceModel.cachedValue.calculated.ms,1773244074045000000,1773244134185000000,17
workspaceModel.cachedValueWithParameters.clear.ms,1773244074045000000,1773244134185000000,0
workspaceModel.updates.ms,1773244074045000000,1773244134185000000,135
workspaceModel.workspaceFileIndexData.markDirty.ms,1773244074045000000,1773244134185000000,0
workspaceModel.updates.precise.ms,1773244074045000000,1773244134185000000,24
workspaceModel.pre.handlers.ms,1773244074045000000,1773244134185000000,1
workspaceModel.update.unloaded.entities.ms,1773244074045000000,1773244134185000000,0
workspaceModel.cachedValue.clear.ms,1773244074045000000,1773244134185000000,0
workspaceModel.full.replace.project.model.ms,1773244074045000000,1773244134185000000,10
workspaceModel.cachedValue.from.cache.ms,1773244074045000000,1773244134185000000,1
workspaceModel.entityStorageSnapshotImpl.instances.count,1773244074045000000,1773244134185000000,19
workspaceModel.loading.total.ms,1773244074045000000,1773244134185000000,974
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1773244074045000000,1773244134185000000,5
workspaceModel.initializing.ms,1773244074045000000,1773244134185000000,5
workspaceModel.cachedValueWithParameters.from.cache.ms,1773244074045000000,1773244134185000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1773244074045000000,1773244134185000000,0
workspaceModel.collect.changes.ms,1773244074045000000,1773244134185000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1773244074045000000,1773244134185000000,266
workspaceModel.replace.project.model.ms,1773244074045000000,1773244134185000000,0
workspaceModel.to.snapshot.ms,1773244074045000000,1773244134185000000,0
workspaceModel.loading.from.cache.ms,1773244074045000000,1773244134185000000,910
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1773244074045000000,1773244134185000000,106
workspaceModel.workspaceFileIndexData.instances.count,1773244074045000000,1773244134185000000,1
workspaceModel.init.bridges.ms,1773244074045000000,1773244134185000000,5
workspaceModel.check.recursive.update.ms,1773244074045000000,1773244134185000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1773244074045000000,1773244134185000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1773244074045000000,1773244134185000000,11
workspaceModel.cachedValueWithParameters.calculated.ms,1773244074045000000,1773244134185000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1773244074045000000,1773244134185000000,609
workspaceModel.cachedValue.total.get.ms,1773244074045000000,1773244134185000000,18
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1773244074045000000,1773244134185000000,1
FlushQueue.executionTimeMaxNs,1773244074045000000,1773244134185000000,0
FlushQueue.executionTime90PNs,1773244074045000000,1773244134185000000,0
FlushQueue.waitingTime90PNs,1773244074045000000,1773244134185000000,0
FlushQueue.waitingTimeAvgNs,1773244074045000000,1773244134185000000,0.0
NonBlockingReadAction.failedExecutionTimeUs,1773244074045000000,1773244134185000000,3215848
NonBlockingReadAction.finalizedExecutionsCount,1773244074045000000,1773244134185000000,258
NonBlockingReadAction.failedExecutionsCount,1773244074045000000,1773244134185000000,2
FlushQueue.queueSize90P,1773244074045000000,1773244134185000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1773244074045000000,1773244134185000000,13573582
AWTEventQueue.dispatchTimeTotalNS,1773244074045000000,1773244134185000000,41945991911
FlushQueue.queueSizeAvg,1773244074045000000,1773244134185000000,0.0
FlushQueue.executionTimeAvgNs,1773244074045000000,1773244134185000000,0.0
ReadAction.executionsCount,1773244074045000000,1773244134185000000,80001
WriteAction.executionsCount,1773244074045000000,1773244134185000000,15
AWTEventQueue.dispatchTime90PNs,1773244074045000000,1773244134185000000,0
AWTEventQueue.dispatchTimeMaxNs,1773244074045000000,1773244134185000000,0
FlushQueue.waitingTimeMaxNs,1773244074045000000,1773244134185000000,0
FlushQueue.tasksExecuted,1773244074045000000,1773244134185000000,0
AWTEventQueue.dispatchTimeAvgNs,1773244074045000000,1773244134185000000,0.0
AWTEventQueue.eventsDispatched,1773244074045000000,1773244134185000000,0
FlushQueue.queueSizeMax,1773244074045000000,1773244134185000000,0
cacheStateStorage.get.duration,1773244074045000000,1773244134185000000,1512
cacheStateStorage.set.duration,1773244074045000000,1773244134185000000,25
cacheStateStorage.set.counter,1773244074045000000,1773244134185000000,3
cacheStateStorage.get.counter,1773244074045000000,1773244134185000000,20
jps.library.entities.serializer.load.entities.ms,1773244074045000000,1773244134185000000,1
workspaceModel.mutableEntityStorage.add.entity.ms,1773244074045000000,1773244134185000000,385
jps.global.handle.changed.events.ms,1773244074045000000,1773244134185000000,0
jps.reload.project.entities.ms,1773244074045000000,1773244134185000000,0
jps.global.get.library.by.name.ms,1773244074045000000,1773244134185000000,0
workspaceModel.global.updates.count,1773244074045000000,1773244134185000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1773244074045000000,1773244134185000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1773244074045000000,1773244134185000000,1
workspaceModel.global.apply.state.to.project.ms,1773244074045000000,1773244134185000000,162
workspaceModel.global.apply.state.to.project.builder.ms,1773244074045000000,1773244134185000000,67
workspaceModel.global.updates.ms,1773244074045000000,1773244134185000000,18
workspaceModel.moduleManagerBridge.create.module.instance.ms,1773244074045000000,1773244134185000000,0
jps.artifact.entities.serializer.load.entities.ms,1773244074045000000,1773244134185000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1773244074045000000,1773244134185000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1773244074045000000,1773244134185000000,1
jps.global.get.libraries.ms,1773244074045000000,1773244134185000000,5
jps.global.initialize.library.bridges.after.loading.ms,1773244074045000000,1773244134185000000,2
workspaceModel.moduleBridge.update.option.ms,1773244074045000000,1773244134185000000,0
workspaceModel.orphan.listener.update.ms,1773244074045000000,1773244134185000000,5
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1773244074045000000,1773244134185000000,164
workspaceModel.mutableEntityStorage.has.same.entities.ms,1773244074045000000,1773244134185000000,0
jps.app.storage.content.reader.load.component.ms,1773244074045000000,1773244134185000000,15
jps.save.global.entities.ms,1773244074045000000,1773244134185000000,0
jps.save.changed.project.entities.ms,1773244074045000000,1773244134185000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1773244074045000000,1773244134185000000,0
jps.facet.change.listener.before.change.events.ms,1773244074045000000,1773244134185000000,0
workspaceModel.sync.entities.ms,1773244074045000000,1773244134185000000,0
jps.apply.loaded.storage.ms,1773244074045000000,1773244134185000000,642
workspaceModel.moduleManagerBridge.newModule.ms,1773244074045000000,1773244134185000000,0
jps.project.serializers.save.ms,1773244074045000000,1773244134185000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1773244074045000000,1773244134185000000,1634
jps.global.get.library.ms,1773244074045000000,1773244134185000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1773244074045000000,1773244134185000000,9
jps.facet.change.listener.init.bridge.ms,1773244074045000000,1773244134185000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1773244074045000000,1773244134185000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1773244074045000000,1773244134185000000,0
jps.load.project.to.empty.storage.ms,1773244074045000000,1773244134185000000,965
workspaceModel.load.cache.from.file.ms,1773244074045000000,1773244134185000000,942
workspaceModel.load.cache.metadata.from.file.ms,1773244074045000000,1773244134185000000,84
jps.project.serializers.load.ms,1773244074045000000,1773244134185000000,359
jps.library.entities.serializer.save.entities.ms,1773244074045000000,1773244134185000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1773244074045000000,1773244134185000000,788
workspaceModel.moduleManagerBridge.load.module.ms,1773244074045000000,1773244134185000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1773244074045000000,1773244134185000000,4
jps.module.iml.entities.serializer.load.entities.ms,1773244074045000000,1773244134185000000,35
workspaceModel.mutableEntityStorage.modify.entity.ms,1773244074045000000,1773244134185000000,74
jps.artifact.entities.serializer.save.entities.ms,1773244074045000000,1773244134185000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1773244074045000000,1773244134185000000,7
workspaceModel.save.cache.to.file.ms,1773244074045000000,1773244134185000000,304
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1773244074045000000,1773244134185000000,0
jps.global.handle.before.change.events.ms,1773244074045000000,1773244134185000000,0
jps.load.initial.state.ms,1773244074045000000,1773244134185000000,45
jps.storage.jps.conf.reader.load.component.ms,1773244074045000000,1773244134185000000,11
workspaceModel.moduleManagerBridge.load.all.modules.ms,1773244074045000000,1773244134185000000,294
jps.global.initialize.library.bridges.ms,1773244074045000000,1773244134185000000,1
jps.module.iml.entities.serializer.save.entities.ms,1773244074045000000,1773244134185000000,0
workspaceModel.mutableEntityStorage.entities.ms,1773244074045000000,1773244134185000000,2
workspaceModel.moduleBridge.before.changed.ms,1773244074045000000,1773244134185000000,0
workspaceModel.mutableEntityStorage.instances.count,1773244074045000000,1773244134185000000,27
workspaceModel.moduleManagerBridge.build.module.graph.ms,1773244074045000000,1773244134185000000,3
jps.facet.change.listener.process.change.events.ms,1773244074045000000,1773244134185000000,1
workspaceModel.do.save.caches.ms,1773244074045000000,1773244134185000000,341
workspaceModel.mutableEntityStorage.referrers.ms,1773244074045000000,1773244134185000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1773244074045000000,1773244134185000000,3
workspaceModel.mutableEntityStorage.replace.by.source.ms,1773244074045000000,1773244134185000000,239
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1773244074045000000,1773244134185000000,1
compiler.ArtifactManagerBridge.findArtifact.ms,1773244074045000000,1773244134185000000,0
compiler.ArtifactManagerBridge.commit.ms,1773244074045000000,1773244134185000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1773244074045000000,1773244134185000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1773244074045000000,1773244134185000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1773244074045000000,1773244134185000000,1
compiler.ArtifactManagerBridge.addArtifact.ms,1773244074045000000,1773244134185000000,0
VFS.fileChildByName,1773244074045000000,1773244134185000000,6074
VFS.fileByIdCache.misses,1773244074045000000,1773244134185000000,181
FileNameCache.queries,1773244074045000000,1773244134185000000,2237248
VFS.fileByIdCache.hits,1773244074045000000,1773244134185000000,1
FileNameCache.totalMisses,1773244074045000000,1773244134185000000,169920
VFS.invertedFileNameIndex.requests,1773244074045000000,1773244134185000000,0
JVM.threadCount,1773244074045000000,1773244134185000000,113
