# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.entries.lookupDurationAvgMs,1773246142799000000,1773246203017000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1773246142799000000,1773246203017000000,29
Indexes.allKeys.lookupDurationAvgMs,1773246142799000000,1773246203017000000,0.0
IndexesFlusher.totalFlushesRetried,1773246142799000000,1773246203017000000,1
Indexes.allKeys.lookupDuration90PMs,1773246142799000000,1773246203017000000,0.0
Indexes.stubs.lookupDuration90PMs,1773246142799000000,1773246203017000000,0.0
Indexes.stubs.lookups,1773246142799000000,1773246203017000000,0.0
IndexesFlusher.totalFlushes,1773246142799000000,1773246203017000000,50
IndexesFlusher.totalFlushingTimeUs,1773246142799000000,1773246203017000000,1435039
Indexes.stubs.lookupDurationAvgMs,1773246142799000000,1773246203017000000,0.0
Indexes.stubs.lookupDurationMaxMs,1773246142799000000,1773246203017000000,0.0
Indexes.entries.lookupDuration90PMs,1773246142799000000,1773246203017000000,0.0
Indexes.allKeys.lookups,1773246142799000000,1773246203017000000,0.0
Indexes.entries.lookups,1773246142799000000,1773246203017000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1773246142799000000,1773246203017000000,0.0
Indexes.entries.lookupDurationMaxMs,1773246142799000000,1773246203017000000,0.0
ReadAction.executionsCount,1773246142799000000,1773246203017000000,65928
AWTEventQueue.dispatchTimeTotalNS,1773246142799000000,1773246203017000000,30647249623
AWTEventQueue.eventsDispatched,1773246142799000000,1773246203017000000,2
NonBlockingReadAction.finalizedExecutionsCount,1773246142799000000,1773246203017000000,45
NonBlockingReadAction.failedExecutionsCount,1773246142799000000,1773246203017000000,0
AWTEventQueue.dispatchTime90PNs,1773246142799000000,1773246203017000000,100663295
AWTEventQueue.dispatchTimeAvgNs,1773246142799000000,1773246203017000000,5.04192E7
WriteAction.executionsCount,1773246142799000000,1773246203017000000,9
FlushQueue.waitingTimeMaxNs,1773246142799000000,1773246203017000000,0
FlushQueue.waitingTime90PNs,1773246142799000000,1773246203017000000,0
FlushQueue.executionTime90PNs,1773246142799000000,1773246203017000000,0
FlushQueue.executionTimeMaxNs,1773246142799000000,1773246203017000000,0
FlushQueue.queueSize90P,1773246142799000000,1773246203017000000,0
FlushQueue.waitingTimeAvgNs,1773246142799000000,1773246203017000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1773246142799000000,1773246203017000000,100663295
FlushQueue.tasksExecuted,1773246142799000000,1773246203017000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1773246142799000000,1773246203017000000,1695068
FlushQueue.queueSizeMax,1773246142799000000,1773246203017000000,0
NonBlockingReadAction.failedExecutionTimeUs,1773246142799000000,1773246203017000000,0
FlushQueue.executionTimeAvgNs,1773246142799000000,1773246203017000000,0.0
FlushQueue.queueSizeAvg,1773246142799000000,1773246203017000000,0.0
OS.loadAverage,1773246142799000000,1773246203017000000,67.9384765625
JVM.newThreadsCount,1773246142799000000,1773246203017000000,122
JVM.totalCpuTimeMs,1773246142799000000,1773246203017000000,128931
JVM.GC.collections,1773246142799000000,1773246203017000000,40
JVM.maxThreadCount,1773246142799000000,1773246203017000000,114
JVM.totalDirectByteBuffersBytes,1773246142799000000,1773246203017000000,249110088
JVM.usedNativeBytes,1773246142799000000,1773246203017000000,331677608
JVM.GC.collectionTimesMs,1773246142799000000,1773246203017000000,3693
JVM.maxHeapBytes,1773246142799000000,1773246203017000000,2147483648
JVM.usedHeapBytes,1773246142799000000,1773246203017000000,593056880
JVM.totalBytesAllocated,1773246142799000000,1773246203017000000,5186126120
JVM.threadCount,1773246142799000000,1773246203017000000,113
StreamlinedBlobStorage.recordsDeleted,1773246142799000000,1773246203017000000,23
FilePageCacheLockFree.totalNativeBytesReclaimed,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1773246142799000000,1773246203017000000,0
FilePageCache.totalPageDisposalsUs,1773246142799000000,1773246203017000000,2616
StorageLockContext.competingThreads.max,1773246142799000000,1773246203017000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalPagesReclaimed,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1773246142799000000,1773246203017000000,0
FilePageCache.pageLoads,1773246142799000000,1773246203017000000,240
FilePageCache.pageHits,1773246142799000000,1773246203017000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalPagesRequested,1773246142799000000,1773246203017000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1773246142799000000,1773246203017000000,458041
FilePageCache.uncachedFileAccess,1773246142799000000,1773246203017000000,130
FilePageCacheLockFree.heapBytesInUse,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalPagesAllocated,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalPagesHandedOver,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.nativeBytesInUse,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalPagesWriteMs,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalPagesReadMs,1773246142799000000,1773246203017000000,0
MappedFileStorage.totalPagesMapped,1773246142799000000,1773246203017000000,16
MappedFileStorage.totalBytesMapped,1773246142799000000,1773246203017000000,202637312
FilePageCache.totalPageLoadsUs,1773246142799000000,1773246203017000000,792664
FilePageCacheLockFree.housekeeperTurnsDone,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalBytesRead,1773246142799000000,1773246203017000000,0
FilePageCache.maxCacheSizeInBytes,1773246142799000000,1773246203017000000,246431744
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1773246142799000000,1773246203017000000,2314140
FilePageCache.disposedBuffers,1773246142799000000,1773246203017000000,3
FilePageCache.maxRegisteredFiles,1773246142799000000,1773246203017000000,558
DirectByteBufferAllocator.reclaimed,1773246142799000000,1773246203017000000,3
FilePageCacheLockFree.totalBytesWritten,1773246142799000000,1773246203017000000,0
DirectByteBufferAllocator.disposed,1773246142799000000,1773246203017000000,0
StreamlinedBlobStorage.recordsAllocated,1773246142799000000,1773246203017000000,32363
DirectByteBufferAllocator.hits,1773246142799000000,1773246203017000000,3
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1773246142799000000,1773246203017000000,246431744
MappedFileStorage.totalTimeSpentOnMappingUs,1773246142799000000,1773246203017000000,15781
FilePageCache.capacityInBytes,1773246142799000000,1773246203017000000,503316478
FilePageCache.pageFastCacheHits,1773246142799000000,1773246203017000000,5656
FilePageCacheLockFree.totalPagesWritten,1773246142799000000,1773246203017000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1773246142799000000,1773246203017000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1773246142799000000,1773246203017000000,0
StorageLockContext.competingThreads.90P,1773246142799000000,1773246203017000000,0
DirectByteBufferAllocator.misses,1773246142799000000,1773246203017000000,237
FilePageCacheLockFree.housekeeperTimeSpentMs,1773246142799000000,1773246203017000000,0
StreamlinedBlobStorage.recordsRelocated,1773246142799000000,1773246203017000000,0
MappedFileStorage.storages,1773246142799000000,1773246203017000000,16
StorageLockContext.competingThreads.avg,1773246142799000000,1773246203017000000,0.0
FilePageCacheLockFree.totalBytesRequested,1773246142799000000,1773246203017000000,0
cacheStateStorage.set.counter,1773246142799000000,1773246203017000000,3
cacheStateStorage.get.counter,1773246142799000000,1773246203017000000,20
cacheStateStorage.get.duration,1773246142799000000,1773246203017000000,898
cacheStateStorage.set.duration,1773246142799000000,1773246203017000000,7
FileNameCache.queries,1773246142799000000,1773246203017000000,0
VFS.fileByIdCache.hits,1773246142799000000,1773246203017000000,0
VFS.fileByIdCache.misses,1773246142799000000,1773246203017000000,244
FileNameCache.totalMisses,1773246142799000000,1773246203017000000,0
VFS.fileChildByName,1773246142799000000,1773246203017000000,2540
VFS.invertedFileNameIndex.requests,1773246142799000000,1773246203017000000,4
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1773246142799000000,1773246203017000000,1
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1773246142799000000,1773246203017000000,53
workspaceModel.workspaceFileIndexData.getPackageName.ms,1773246142799000000,1773246203017000000,9
workspaceModel.workspaceFileIndexData.processFileSets.ms,1773246142799000000,1773246203017000000,0
workspaceModel.workspaceFileIndexData.instances.count,1773246142799000000,1773246203017000000,1
workspaceModel.workspaceFileIndexData.markDirty.ms,1773246142799000000,1773246203017000000,0
workspaceModel.replace.project.model.ms,1773246142799000000,1773246203017000000,0
workspaceModel.cachedValue.calculated.ms,1773246142799000000,1773246203017000000,17
workspaceModel.loading.from.cache.ms,1773246142799000000,1773246203017000000,921
workspaceModel.check.recursive.update.ms,1773246142799000000,1773246203017000000,1
workspaceModel.to.snapshot.ms,1773246142799000000,1773246203017000000,0
workspaceModel.update.unloaded.entities.ms,1773246142799000000,1773246203017000000,0
workspaceModel.cachedValue.from.cache.ms,1773246142799000000,1773246203017000000,1
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1773246142799000000,1773246203017000000,262
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1773246142799000000,1773246203017000000,0
workspaceModel.workspaceFileIndexData.init.ms,1773246142799000000,1773246203017000000,200
workspaceModel.cachedValueWithParameters.clear.ms,1773246142799000000,1773246203017000000,0
workspaceModel.cachedValue.clear.ms,1773246142799000000,1773246203017000000,0
workspaceModel.init.bridges.ms,1773246142799000000,1773246203017000000,4
workspaceModel.updates.precise.ms,1773246142799000000,1773246203017000000,20
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1773246142799000000,1773246203017000000,895
workspaceModel.updates.count,1773246142799000000,1773246203017000000,3
workspaceModel.entityStorageSnapshotImpl.instances.count,1773246142799000000,1773246203017000000,19
workspaceModel.cachedValueWithParameters.calculated.ms,1773246142799000000,1773246203017000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1773246142799000000,1773246203017000000,3
workspaceModel.initializing.ms,1773246142799000000,1773246203017000000,4
workspaceModel.collect.changes.ms,1773246142799000000,1773246203017000000,0
workspaceModel.full.replace.project.model.ms,1773246142799000000,1773246203017000000,10
workspaceModel.cachedValue.total.get.ms,1773246142799000000,1773246203017000000,18
workspaceModel.updates.ms,1773246142799000000,1773246203017000000,141
workspaceModel.loading.total.ms,1773246142799000000,1773246203017000000,958
workspaceModel.cachedValueWithParameters.from.cache.ms,1773246142799000000,1773246203017000000,0
workspaceModel.pre.handlers.ms,1773246142799000000,1773246203017000000,1
workspaceModel.cachedValueWithParameters.total.get.ms,1773246142799000000,1773246203017000000,0
writeAction.wait.ms,1773246142799000000,1773246203017000000,36
parser.JAVA.time.ns,1773246142799000000,1773246203017000000,194622142
parser.JAVA.size.bytes,1773246142799000000,1773246203017000000,6914
writeAction.median.wait.ms,1773246142799000000,1773246203017000000,0
lexer.JAVA.size.bytes,1773246142799000000,1773246203017000000,6914
writeAction.max.wait.ms,1773246142799000000,1773246203017000000,16
lexer.JAVA.time.ns,1773246142799000000,1773246203017000000,20053742
writeAction.count,1773246142799000000,1773246203017000000,9
workspaceModel.global.apply.state.to.project.builder.ms,1773246142799000000,1773246203017000000,13
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1773246142799000000,1773246203017000000,4
workspaceModel.sync.entities.ms,1773246142799000000,1773246203017000000,0
jps.global.get.library.ms,1773246142799000000,1773246203017000000,0
jps.global.handle.before.change.events.ms,1773246142799000000,1773246203017000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1773246142799000000,1773246203017000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1773246142799000000,1773246203017000000,2
workspaceModel.mutableEntityStorage.remove.entity.ms,1773246142799000000,1773246203017000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1773246142799000000,1773246203017000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1773246142799000000,1773246203017000000,46
jps.load.project.to.empty.storage.ms,1773246142799000000,1773246203017000000,611
workspaceModel.mutableEntityStorage.entities.ms,1773246142799000000,1773246203017000000,0
jps.project.serializers.load.ms,1773246142799000000,1773246203017000000,366
workspaceModel.mutableEntityStorage.add.entity.ms,1773246142799000000,1773246203017000000,326
jps.facet.change.listener.process.change.events.ms,1773246142799000000,1773246203017000000,1
workspaceModel.moduleManagerBridge.load.all.modules.ms,1773246142799000000,1773246203017000000,215
jps.global.handle.changed.events.ms,1773246142799000000,1773246203017000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1773246142799000000,1773246203017000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1773246142799000000,1773246203017000000,4
workspaceModel.moduleBridge.before.changed.ms,1773246142799000000,1773246203017000000,0
jps.facet.change.listener.init.bridge.ms,1773246142799000000,1773246203017000000,0
jps.global.get.library.by.name.ms,1773246142799000000,1773246203017000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1773246142799000000,1773246203017000000,5
workspaceModel.moduleBridge.update.option.ms,1773246142799000000,1773246203017000000,0
workspaceModel.global.updates.ms,1773246142799000000,1773246203017000000,16
jps.storage.jps.conf.reader.load.component.ms,1773246142799000000,1773246203017000000,13
workspaceModel.moduleBridgeLoader.loading.modules.ms,1773246142799000000,1773246203017000000,885
jps.save.changed.project.entities.ms,1773246142799000000,1773246203017000000,0
jps.library.entities.serializer.load.entities.ms,1773246142799000000,1773246203017000000,1
jps.global.get.libraries.ms,1773246142799000000,1773246203017000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1773246142799000000,1773246203017000000,2
workspaceModel.mutableEntityStorage.modify.entity.ms,1773246142799000000,1773246203017000000,2
workspaceModel.moduleManagerBridge.get.modules.ms,1773246142799000000,1773246203017000000,0
workspaceModel.load.cache.metadata.from.file.ms,1773246142799000000,1773246203017000000,56
workspaceModel.mutableEntityStorage.referrers.ms,1773246142799000000,1773246203017000000,0
workspaceModel.mutableEntityStorage.instances.count,1773246142799000000,1773246203017000000,27
jps.artifact.entities.serializer.load.entities.ms,1773246142799000000,1773246203017000000,0
jps.global.initialize.library.bridges.ms,1773246142799000000,1773246203017000000,1
jps.library.entities.serializer.save.entities.ms,1773246142799000000,1773246203017000000,0
jps.facet.change.listener.before.change.events.ms,1773246142799000000,1773246203017000000,1
jps.save.global.entities.ms,1773246142799000000,1773246203017000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1773246142799000000,1773246203017000000,76
workspaceModel.moduleManagerBridge.load.module.ms,1773246142799000000,1773246203017000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1773246142799000000,1773246203017000000,0
jps.module.iml.entities.serializer.load.entities.ms,1773246142799000000,1773246203017000000,212
jps.global.initialize.library.bridges.after.loading.ms,1773246142799000000,1773246203017000000,1
workspaceModel.save.cache.to.file.ms,1773246142799000000,1773246203017000000,231
workspaceModel.global.updates.count,1773246142799000000,1773246203017000000,1
jps.apply.loaded.storage.ms,1773246142799000000,1773246203017000000,100
jps.reload.project.entities.ms,1773246142799000000,1773246203017000000,0
workspaceModel.global.apply.state.to.project.ms,1773246142799000000,1773246203017000000,173
workspaceModel.moduleManagerBridge.create.module.instance.ms,1773246142799000000,1773246203017000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1773246142799000000,1773246203017000000,0
jps.app.storage.content.reader.load.component.ms,1773246142799000000,1773246203017000000,11
workspaceModel.delayed.project.synchronizer.sync.ms,1773246142799000000,1773246203017000000,716
jps.load.initial.state.ms,1773246142799000000,1773246203017000000,32
jps.artifact.entities.serializer.save.entities.ms,1773246142799000000,1773246203017000000,0
workspaceModel.load.cache.from.file.ms,1773246142799000000,1773246203017000000,877
jps.project.serializers.save.ms,1773246142799000000,1773246203017000000,0
workspaceModel.orphan.listener.update.ms,1773246142799000000,1773246203017000000,7
workspaceModel.mutableEntityStorage.put.entity.ms,1773246142799000000,1773246203017000000,5
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1773246142799000000,1773246203017000000,0
workspaceModel.do.save.caches.ms,1773246142799000000,1773246203017000000,232
jps.module.iml.entities.serializer.save.entities.ms,1773246142799000000,1773246203017000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1773246142799000000,1773246203017000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1773246142799000000,1773246203017000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1773246142799000000,1773246203017000000,2
compiler.ArtifactManagerBridge.getArtifacts.ms,1773246142799000000,1773246203017000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1773246142799000000,1773246203017000000,1
compiler.ArtifactManagerBridge.dropMappings.ms,1773246142799000000,1773246203017000000,0
compiler.ArtifactManagerBridge.commit.ms,1773246142799000000,1773246203017000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1773246142799000000,1773246203017000000,0
Indexes.entries.lookupDurationAvgMs,1773246203017000000,1773246262977000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1773246203017000000,1773246262977000000,0
Indexes.allKeys.lookupDurationAvgMs,1773246203017000000,1773246262977000000,0.0
IndexesFlusher.totalFlushesRetried,1773246203017000000,1773246262977000000,0
Indexes.allKeys.lookupDuration90PMs,1773246203017000000,1773246262977000000,0.0
Indexes.stubs.lookupDuration90PMs,1773246203017000000,1773246262977000000,0.0
Indexes.stubs.lookups,1773246203017000000,1773246262977000000,0.0
IndexesFlusher.totalFlushes,1773246203017000000,1773246262977000000,56
IndexesFlusher.totalFlushingTimeUs,1773246203017000000,1773246262977000000,952694
Indexes.stubs.lookupDurationAvgMs,1773246203017000000,1773246262977000000,0.0
Indexes.stubs.lookupDurationMaxMs,1773246203017000000,1773246262977000000,0.0
Indexes.entries.lookupDuration90PMs,1773246203017000000,1773246262977000000,0.0
Indexes.allKeys.lookups,1773246203017000000,1773246262977000000,0.0
Indexes.entries.lookups,1773246203017000000,1773246262977000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1773246203017000000,1773246262977000000,0.0
Indexes.entries.lookupDurationMaxMs,1773246203017000000,1773246262977000000,0.0
ReadAction.executionsCount,1773246203017000000,1773246262977000000,64801
AWTEventQueue.dispatchTimeTotalNS,1773246203017000000,1773246262977000000,16095700525
AWTEventQueue.eventsDispatched,1773246203017000000,1773246262977000000,0
NonBlockingReadAction.finalizedExecutionsCount,1773246203017000000,1773246262977000000,48
NonBlockingReadAction.failedExecutionsCount,1773246203017000000,1773246262977000000,0
AWTEventQueue.dispatchTime90PNs,1773246203017000000,1773246262977000000,0
AWTEventQueue.dispatchTimeAvgNs,1773246203017000000,1773246262977000000,0.0
WriteAction.executionsCount,1773246203017000000,1773246262977000000,9
FlushQueue.waitingTimeMaxNs,1773246203017000000,1773246262977000000,0
FlushQueue.waitingTime90PNs,1773246203017000000,1773246262977000000,0
FlushQueue.executionTime90PNs,1773246203017000000,1773246262977000000,0
FlushQueue.executionTimeMaxNs,1773246203017000000,1773246262977000000,0
FlushQueue.queueSize90P,1773246203017000000,1773246262977000000,0
FlushQueue.waitingTimeAvgNs,1773246203017000000,1773246262977000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1773246203017000000,1773246262977000000,0
FlushQueue.tasksExecuted,1773246203017000000,1773246262977000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1773246203017000000,1773246262977000000,171225
FlushQueue.queueSizeMax,1773246203017000000,1773246262977000000,0
NonBlockingReadAction.failedExecutionTimeUs,1773246203017000000,1773246262977000000,0
FlushQueue.executionTimeAvgNs,1773246203017000000,1773246262977000000,0.0
FlushQueue.queueSizeAvg,1773246203017000000,1773246262977000000,0.0
OS.loadAverage,1773246203017000000,1773246262977000000,78.39697265625
JVM.newThreadsCount,1773246203017000000,1773246262977000000,22
JVM.totalCpuTimeMs,1773246203017000000,1773246262977000000,57565
JVM.GC.collections,1773246203017000000,1773246262977000000,10
JVM.maxThreadCount,1773246203017000000,1773246262977000000,114
JVM.totalDirectByteBuffersBytes,1773246203017000000,1773246262977000000,248809725
JVM.usedNativeBytes,1773246203017000000,1773246262977000000,359593520
JVM.GC.collectionTimesMs,1773246203017000000,1773246262977000000,1457
JVM.maxHeapBytes,1773246203017000000,1773246262977000000,2147483648
JVM.usedHeapBytes,1773246203017000000,1773246262977000000,690681856
JVM.totalBytesAllocated,1773246203017000000,1773246262977000000,1915744560
JVM.threadCount,1773246203017000000,1773246262977000000,76
StreamlinedBlobStorage.recordsDeleted,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1773246203017000000,1773246262977000000,0
FilePageCache.totalPageDisposalsUs,1773246203017000000,1773246262977000000,36
StorageLockContext.competingThreads.max,1773246203017000000,1773246262977000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalPagesReclaimed,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1773246203017000000,1773246262977000000,0
FilePageCache.pageLoads,1773246203017000000,1773246262977000000,9
FilePageCache.pageHits,1773246203017000000,1773246262977000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalPagesRequested,1773246203017000000,1773246262977000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1773246203017000000,1773246262977000000,0
FilePageCache.uncachedFileAccess,1773246203017000000,1773246262977000000,15
FilePageCacheLockFree.heapBytesInUse,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalPagesAllocated,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalPagesHandedOver,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.nativeBytesInUse,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalPagesWriteMs,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalPagesReadMs,1773246203017000000,1773246262977000000,0
MappedFileStorage.totalPagesMapped,1773246203017000000,1773246262977000000,16
MappedFileStorage.totalBytesMapped,1773246203017000000,1773246262977000000,202637312
FilePageCache.totalPageLoadsUs,1773246203017000000,1773246262977000000,13054
FilePageCacheLockFree.housekeeperTurnsDone,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalBytesRead,1773246203017000000,1773246262977000000,0
FilePageCache.maxCacheSizeInBytes,1773246203017000000,1773246262977000000,246431744
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1773246203017000000,1773246262977000000,0
FilePageCache.disposedBuffers,1773246203017000000,1773246262977000000,9
FilePageCache.maxRegisteredFiles,1773246203017000000,1773246262977000000,558
DirectByteBufferAllocator.reclaimed,1773246203017000000,1773246262977000000,9
FilePageCacheLockFree.totalBytesWritten,1773246203017000000,1773246262977000000,0
DirectByteBufferAllocator.disposed,1773246203017000000,1773246262977000000,0
StreamlinedBlobStorage.recordsAllocated,1773246203017000000,1773246262977000000,0
DirectByteBufferAllocator.hits,1773246203017000000,1773246262977000000,9
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1773246203017000000,1773246262977000000,246431744
MappedFileStorage.totalTimeSpentOnMappingUs,1773246203017000000,1773246262977000000,15781
FilePageCache.capacityInBytes,1773246203017000000,1773246262977000000,503316478
FilePageCache.pageFastCacheHits,1773246203017000000,1773246262977000000,1198
FilePageCacheLockFree.totalPagesWritten,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1773246203017000000,1773246262977000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1773246203017000000,1773246262977000000,0
StorageLockContext.competingThreads.90P,1773246203017000000,1773246262977000000,0
DirectByteBufferAllocator.misses,1773246203017000000,1773246262977000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1773246203017000000,1773246262977000000,0
StreamlinedBlobStorage.recordsRelocated,1773246203017000000,1773246262977000000,0
MappedFileStorage.storages,1773246203017000000,1773246262977000000,16
StorageLockContext.competingThreads.avg,1773246203017000000,1773246262977000000,0.0
FilePageCacheLockFree.totalBytesRequested,1773246203017000000,1773246262977000000,0
cacheStateStorage.set.counter,1773246203017000000,1773246262977000000,3
cacheStateStorage.get.counter,1773246203017000000,1773246262977000000,8
cacheStateStorage.get.duration,1773246203017000000,1773246262977000000,185
cacheStateStorage.set.duration,1773246203017000000,1773246262977000000,1
FileNameCache.queries,1773246203017000000,1773246262977000000,0
VFS.fileByIdCache.hits,1773246203017000000,1773246262977000000,0
VFS.fileByIdCache.misses,1773246203017000000,1773246262977000000,133
FileNameCache.totalMisses,1773246203017000000,1773246262977000000,0
VFS.fileChildByName,1773246203017000000,1773246262977000000,1937
VFS.invertedFileNameIndex.requests,1773246203017000000,1773246262977000000,4
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1773246203017000000,1773246262977000000,1
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1773246203017000000,1773246262977000000,7
workspaceModel.workspaceFileIndexData.getPackageName.ms,1773246203017000000,1773246262977000000,4
workspaceModel.workspaceFileIndexData.processFileSets.ms,1773246203017000000,1773246262977000000,0
workspaceModel.workspaceFileIndexData.instances.count,1773246203017000000,1773246262977000000,1
workspaceModel.workspaceFileIndexData.markDirty.ms,1773246203017000000,1773246262977000000,0
workspaceModel.replace.project.model.ms,1773246203017000000,1773246262977000000,0
workspaceModel.cachedValue.calculated.ms,1773246203017000000,1773246262977000000,1
workspaceModel.loading.from.cache.ms,1773246203017000000,1773246262977000000,60
workspaceModel.check.recursive.update.ms,1773246203017000000,1773246262977000000,0
workspaceModel.to.snapshot.ms,1773246203017000000,1773246262977000000,0
workspaceModel.update.unloaded.entities.ms,1773246203017000000,1773246262977000000,0
workspaceModel.cachedValue.from.cache.ms,1773246203017000000,1773246262977000000,1
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1773246203017000000,1773246262977000000,10
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1773246203017000000,1773246262977000000,0
workspaceModel.workspaceFileIndexData.init.ms,1773246203017000000,1773246262977000000,10
workspaceModel.cachedValueWithParameters.clear.ms,1773246203017000000,1773246262977000000,0
workspaceModel.cachedValue.clear.ms,1773246203017000000,1773246262977000000,0
workspaceModel.init.bridges.ms,1773246203017000000,1773246262977000000,0
workspaceModel.updates.precise.ms,1773246203017000000,1773246262977000000,1
