# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.allKeys.lookupDurationAvgMs,1773242250039000000,1773242310125000000,0.0
Indexes.stubs.lookupDurationAvgMs,1773242250039000000,1773242310125000000,2.350547730829421
Indexes.entries.lookups,1773242250039000000,1773242310125000000,49.0
Indexes.entries.lookupDurationMaxMs,1773242250039000000,1773242310125000000,26.0
Indexes.allKeys.lookups,1773242250039000000,1773242310125000000,0.0
Indexes.stubs.lookupDuration90PMs,1773242250039000000,1773242310125000000,3.0
Indexes.entries.lookupDuration90PMs,1773242250039000000,1773242310125000000,11.0
Indexes.allKeys.lookupDuration90PMs,1773242250039000000,1773242310125000000,0.0
IndexesFlusher.totalFlushingTimeUs,1773242250039000000,1773242310125000000,1610297
IndexesFlusher.totalFlushesRetried,1773242250039000000,1773242310125000000,0
Indexes.stubs.lookupDurationMaxMs,1773242250039000000,1773242310125000000,391.0
IndexesFlusher.totalContentionQuotaSpent,1773242250039000000,1773242310125000000,6
IndexesFlusher.totalFlushes,1773242250039000000,1773242310125000000,102
Indexes.allKeys.lookupDurationMaxMs,1773242250039000000,1773242310125000000,0.0
Indexes.stubs.lookups,1773242250039000000,1773242310125000000,639.0
Indexes.entries.lookupDurationAvgMs,1773242250039000000,1773242310125000000,2.938775510204082
compiler.ArtifactManagerBridge.commit.ms,1773242250039000000,1773242310125000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1773242250039000000,1773242310125000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1773242250039000000,1773242310125000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1773242250039000000,1773242310125000000,1
compiler.ArtifactManagerBridge.findArtifact.ms,1773242250039000000,1773242310125000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1773242250039000000,1773242310125000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1773242250039000000,1773242310125000000,2
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1773242250039000000,1773242310125000000,0
FilePageCacheLockFree.heapBytesInUse,1773242250039000000,1773242310125000000,0
StorageLockContext.competingThreads.90P,1773242250039000000,1773242310125000000,0
FilePageCache.maxCacheSizeInBytes,1773242250039000000,1773242310125000000,250626048
FilePageCache.totalPageLoadsUs,1773242250039000000,1773242310125000000,1179420
FilePageCache.uncachedFileAccess,1773242250039000000,1773242310125000000,134
FilePageCacheLockFree.housekeeperTurnsDone,1773242250039000000,1773242310125000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1773242250039000000,1773242310125000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1773242250039000000,1773242310125000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1773242250039000000,1773242310125000000,2310118
FilePageCacheLockFree.totalPagesWritten,1773242250039000000,1773242310125000000,0
FilePageCacheLockFree.totalPagesRequested,1773242250039000000,1773242310125000000,0
FilePageCacheLockFree.totalBytesRequested,1773242250039000000,1773242310125000000,0
FilePageCacheLockFree.totalPagesReclaimed,1773242250039000000,1773242310125000000,0
StreamlinedBlobStorage.recordsAllocated,1773242250039000000,1773242310125000000,32304
FilePageCacheLockFree.housekeeperTurnsSkipped,1773242250039000000,1773242310125000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1773242250039000000,1773242310125000000,457243
DirectByteBufferAllocator.reclaimed,1773242250039000000,1773242310125000000,3
DirectByteBufferAllocator.misses,1773242250039000000,1773242310125000000,241
MappedFileStorage.totalPagesMapped,1773242250039000000,1773242310125000000,16
FilePageCache.maxRegisteredFiles,1773242250039000000,1773242310125000000,558
FilePageCache.capacityInBytes,1773242250039000000,1773242310125000000,503316478
FilePageCacheLockFree.totalHeapBytesReclaimed,1773242250039000000,1773242310125000000,0
FilePageCache.pageHits,1773242250039000000,1773242310125000000,0
FilePageCache.disposedBuffers,1773242250039000000,1773242310125000000,3
DirectByteBufferAllocator.disposed,1773242250039000000,1773242310125000000,0
StorageLockContext.competingThreads.max,1773242250039000000,1773242310125000000,1
FilePageCache.pageLoads,1773242250039000000,1773242310125000000,244
DirectByteBufferAllocator.hits,1773242250039000000,1773242310125000000,3
FilePageCacheLockFree.totalPagesReadMs,1773242250039000000,1773242310125000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1773242250039000000,1773242310125000000,97517
FilePageCacheLockFree.totalPagesAllocated,1773242250039000000,1773242310125000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1773242250039000000,1773242310125000000,0
FilePageCacheLockFree.totalBytesWritten,1773242250039000000,1773242310125000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1773242250039000000,1773242310125000000,250626048
FilePageCacheLockFree.totalPagesRequestsMs,1773242250039000000,1773242310125000000,0
