# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.GC.collectionTimesMs,1773247123487000000,1773247183649000000,2370
JVM.maxThreadCount,1773247123487000000,1773247183649000000,114
JVM.maxHeapBytes,1773247123487000000,1773247183649000000,2147483648
JVM.usedHeapBytes,1773247123487000000,1773247183649000000,759931904
JVM.threadCount,1773247123487000000,1773247183649000000,113
JVM.usedNativeBytes,1773247123487000000,1773247183649000000,351225584
OS.loadAverage,1773247123487000000,1773247183649000000,52.7744140625
JVM.GC.collections,1773247123487000000,1773247183649000000,35
JVM.totalBytesAllocated,1773247123487000000,1773247183649000000,5123741440
JVM.totalCpuTimeMs,1773247123487000000,1773247183649000000,143636
JVM.totalDirectByteBuffersBytes,1773247123487000000,1773247183649000000,252404250
JVM.newThreadsCount,1773247123487000000,1773247183649000000,124
compiler.ArtifactManagerBridge.dropMappings.ms,1773247123487000000,1773247183649000000,0
compiler.ArtifactManagerBridge.commit.ms,1773247123487000000,1773247183649000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1773247123487000000,1773247183649000000,1
compiler.ArtifactManagerBridge.addArtifact.ms,1773247123487000000,1773247183649000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1773247123487000000,1773247183649000000,2
compiler.ArtifactManagerBridge.findArtifact.ms,1773247123487000000,1773247183649000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1773247123487000000,1773247183649000000,0
Indexes.stubs.lookupDurationMaxMs,1773247123487000000,1773247183649000000,0.0
Indexes.entries.lookupDuration90PMs,1773247123487000000,1773247183649000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1773247123487000000,1773247183649000000,0.0
IndexesFlusher.totalFlushingTimeUs,1773247123487000000,1773247183649000000,1690262
Indexes.stubs.lookups,1773247123487000000,1773247183649000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1773247123487000000,1773247183649000000,1
Indexes.allKeys.lookupDurationMaxMs,1773247123487000000,1773247183649000000,0.0
IndexesFlusher.totalFlushesRetried,1773247123487000000,1773247183649000000,1
IndexesFlusher.totalFlushes,1773247123487000000,1773247183649000000,90
Indexes.stubs.lookupDuration90PMs,1773247123487000000,1773247183649000000,0.0
Indexes.entries.lookupDurationAvgMs,1773247123487000000,1773247183649000000,0.0
Indexes.allKeys.lookupDuration90PMs,1773247123487000000,1773247183649000000,0.0
Indexes.entries.lookupDurationMaxMs,1773247123487000000,1773247183649000000,0.0
Indexes.entries.lookups,1773247123487000000,1773247183649000000,0.0
Indexes.stubs.lookupDurationAvgMs,1773247123487000000,1773247183649000000,0.0
Indexes.allKeys.lookups,1773247123487000000,1773247183649000000,0.0
FilePageCache.pageFastCacheHits,1773247123487000000,1773247183649000000,7063
FilePageCache.pageHits,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.totalPagesAllocated,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1773247123487000000,1773247183649000000,0
MappedFileStorage.totalPagesMapped,1773247123487000000,1773247183649000000,16
FilePageCacheLockFree.housekeeperTurnsDone,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.totalPagesReadMs,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.totalPagesWritten,1773247123487000000,1773247183649000000,0
FilePageCache.totalPageDisposalsUs,1773247123487000000,1773247183649000000,4173
FilePageCacheLockFree.totalBytesWritten,1773247123487000000,1773247183649000000,0
FilePageCache.uncachedFileAccess,1773247123487000000,1773247183649000000,130
StorageLockContext.competingThreads.90P,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.totalBytesRequested,1773247123487000000,1773247183649000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1773247123487000000,1773247183649000000,2323383
FilePageCacheLockFree.totalNativeBytesAllocated,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.nativeBytesInUse,1773247123487000000,1773247183649000000,0
FilePageCache.capacityInBytes,1773247123487000000,1773247183649000000,503316478
DirectByteBufferAllocator.reclaimed,1773247123487000000,1773247183649000000,3
FilePageCache.totalPageLoadsUs,1773247123487000000,1773247183649000000,1922074
StorageLockContext.competingThreads.max,1773247123487000000,1773247183649000000,0
StorageLockContext.competingThreads.avg,1773247123487000000,1773247183649000000,0.0
FilePageCache.pageLoads,1773247123487000000,1773247183649000000,243
FilePageCacheLockFree.totalNativeBytesReclaimed,1773247123487000000,1773247183649000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.totalPagesWriteMs,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.totalPagesHandedOver,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.totalBytesRead,1773247123487000000,1773247183649000000,0
DirectByteBufferAllocator.hits,1773247123487000000,1773247183649000000,3
FilePageCacheLockFree.totalHeapBytesReclaimed,1773247123487000000,1773247183649000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1773247123487000000,1773247183649000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1773247123487000000,1773247183649000000,465157
MappedFileStorage.totalBytesMapped,1773247123487000000,1773247183649000000,202637312
FilePageCacheLockFree.totalClosedStoragesReclaimed,1773247123487000000,1773247183649000000,0
FilePageCache.maxRegisteredFiles,1773247123487000000,1773247183649000000,558
StreamlinedBlobStorage.recordsAllocated,1773247123487000000,1773247183649000000,32364
StreamlinedBlobStorage.recordsRelocated,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.heapBytesInUse,1773247123487000000,1773247183649000000,0
DirectByteBufferAllocator.misses,1773247123487000000,1773247183649000000,240
FilePageCache.pageLoadsAboveSizeThreshold,1773247123487000000,1773247183649000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1773247123487000000,1773247183649000000,19856
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1773247123487000000,1773247183649000000,249577472
FilePageCacheLockFree.totalPageAllocationsWaited,1773247123487000000,1773247183649000000,0
FilePageCacheLockFree.totalPagesRequested,1773247123487000000,1773247183649000000,0
FilePageCache.disposedBuffers,1773247123487000000,1773247183649000000,3
FilePageCacheLockFree.totalPagesReclaimed,1773247123487000000,1773247183649000000,0
StreamlinedBlobStorage.recordsDeleted,1773247123487000000,1773247183649000000,23
DirectByteBufferAllocator.disposed,1773247123487000000,1773247183649000000,0
FilePageCache.maxCacheSizeInBytes,1773247123487000000,1773247183649000000,249577472
MappedFileStorage.storages,1773247123487000000,1773247183649000000,16
FlushQueue.queueSize90P,1773247123487000000,1773247183649000000,0
FlushQueue.waitingTime90PNs,1773247123487000000,1773247183649000000,0
FlushQueue.waitingTimeMaxNs,1773247123487000000,1773247183649000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1773247123487000000,1773247183649000000,9427825
NonBlockingReadAction.finalizedExecutionsCount,1773247123487000000,1773247183649000000,49
NonBlockingReadAction.failedExecutionsCount,1773247123487000000,1773247183649000000,0
ReadAction.executionsCount,1773247123487000000,1773247183649000000,72024
FlushQueue.executionTimeMaxNs,1773247123487000000,1773247183649000000,0
AWTEventQueue.dispatchTimeMaxNs,1773247123487000000,1773247183649000000,0
FlushQueue.tasksExecuted,1773247123487000000,1773247183649000000,0
FlushQueue.waitingTimeAvgNs,1773247123487000000,1773247183649000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1773247123487000000,1773247183649000000,39173175380
FlushQueue.executionTimeAvgNs,1773247123487000000,1773247183649000000,0.0
FlushQueue.queueSizeMax,1773247123487000000,1773247183649000000,0
AWTEventQueue.dispatchTimeAvgNs,1773247123487000000,1773247183649000000,0.0
WriteAction.executionsCount,1773247123487000000,1773247183649000000,9
AWTEventQueue.eventsDispatched,1773247123487000000,1773247183649000000,0
FlushQueue.queueSizeAvg,1773247123487000000,1773247183649000000,0.0
FlushQueue.executionTime90PNs,1773247123487000000,1773247183649000000,0
NonBlockingReadAction.failedExecutionTimeUs,1773247123487000000,1773247183649000000,0
AWTEventQueue.dispatchTime90PNs,1773247123487000000,1773247183649000000,0
cacheStateStorage.set.counter,1773247123487000000,1773247183649000000,3
cacheStateStorage.set.duration,1773247123487000000,1773247183649000000,6
cacheStateStorage.get.counter,1773247123487000000,1773247183649000000,20
cacheStateStorage.get.duration,1773247123487000000,1773247183649000000,594
